,SpringFR,SpringFL,SpringRR,SpringRL,WishboneTargetFR,WishboneTargetFL,WishboneRRTarget,WishboneRLTarget,turn_right,turn_left,state
10785,1.08788538,0.9861555,1.04785466,0.9461245,-0.01661715,0.0115379691,-0.0298395,0.0104052424,True,False,normal
10786,1.08782411,0.9862764,1.04802489,0.946474731,-0.01658079,0.0114656091,-0.0298332274,0.0103672147,True,False,normal
10784,1.08788538,0.9861555,1.04785466,0.9461245,-0.01661715,0.0115379691,-0.0298395,0.0104052424,True,False,normal
10787,1.08782411,0.9862764,1.04802489,0.946474731,-0.01658079,0.0114656091,-0.0298332274,0.0103672147,True,False,normal
10788,1.08782411,0.9862764,1.04802489,0.946474731,-0.01658079,0.0114656091,-0.0298332274,0.0103672147,True,False,normal
10790,1.08782411,0.9862764,1.04802489,0.946474731,-0.01658079,0.0114656091,-0.0298332274,0.0103672147,True,False,normal
10789,1.08782411,0.9862764,1.04802489,0.946474731,-0.01658079,0.0114656091,-0.0298332274,0.0103672147,True,False,normal
10792,1.08771253,0.9863633,1.04827332,0.9469263,-0.0165156722,0.0114523768,-0.0298440456,0.0103066862,True,False,normal
10794,1.08771253,0.9863633,1.04827332,0.9469263,-0.0165156722,0.0114523768,-0.0298440456,0.0103066862,True,False,normal
10791,1.08771253,0.9863633,1.04827332,0.9469263,-0.0165156722,0.0114523768,-0.0298440456,0.0103066862,True,False,normal
10793,1.08771253,0.9863633,1.04827332,0.9469263,-0.0165156722,0.0114523768,-0.0298440456,0.0103066862,True,False,normal
10795,1.08771253,0.9863633,1.04827332,0.9469263,-0.0165156722,0.0114523768,-0.0298440456,0.0103066862,True,False,normal
10796,1.08753991,0.986398935,1.04860687,0.9474637,-0.0164233148,0.01151365,-0.0298806876,0.0102206767,True,False,normal
10797,1.08753991,0.986398935,1.04860687,0.9474637,-0.0164233148,0.01151365,-0.0298806876,0.0102206767,True,False,normal
10798,1.08753991,0.986398935,1.04860687,0.9474637,-0.0164233148,0.01151365,-0.0298806876,0.0102206767,True,False,normal
10799,1.08753991,0.986398935,1.04860687,0.9474637,-0.0164233148,0.01151365,-0.0298806876,0.0102206767,True,False,normal
10800,1.08753991,0.986398935,1.04860687,0.9474637,-0.0164233148,0.01151365,-0.0298806876,0.0102206767,True,False,normal
10801,1.08753991,0.986398935,1.04860687,0.9474637,-0.0164233148,0.01151365,-0.0298806876,0.0102206767,True,False,normal
10802,1.08753991,0.986398935,1.04860687,0.9474637,-0.0164233148,0.01151365,-0.0298806876,0.0102206767,True,False,normal
10805,1.08729434,0.986382246,1.04903173,0.948117435,-0.0163032711,0.0116394758,-0.0299370438,0.0101138353,True,False,normal
10804,1.08729434,0.986382246,1.04903173,0.948117435,-0.0163032711,0.0116394758,-0.0299370438,0.0101138353,True,False,normal
10806,1.08729434,0.986382246,1.04903173,0.948117435,-0.0163032711,0.0116394758,-0.0299370438,0.0101138353,True,False,normal
10803,1.08729434,0.986382246,1.04903173,0.948117435,-0.0163032711,0.0116394758,-0.0299370438,0.0101138353,True,False,normal
10807,1.08729434,0.986382246,1.04903173,0.948117435,-0.0163032711,0.0116394758,-0.0299370438,0.0101138353,True,False,normal
10808,1.08692861,0.98635006,1.04949737,0.94891876,-0.01615715,0.0117734671,-0.0300125331,0.009970456,True,False,normal
10809,1.08692861,0.98635006,1.04949737,0.94891876,-0.01615715,0.0117734671,-0.0300125331,0.009970456,True,False,normal
10810,1.08692861,0.98635006,1.04949737,0.94891876,-0.01615715,0.0117734671,-0.0300125331,0.009970456,True,False,normal
10811,1.08692861,0.98635006,1.04949737,0.94891876,-0.01615715,0.0117734671,-0.0300125331,0.009970456,True,False,normal
10812,1.08692861,0.98635006,1.04949737,0.94891876,-0.01615715,0.0117734671,-0.0300125331,0.009970456,True,False,normal
10814,1.08643889,0.9863405,1.04997706,0.949876368,-0.015973717,0.0118706226,-0.0300855786,0.009790659,True,False,normal
10813,1.08692861,0.98635006,1.04949737,0.94891876,-0.01615715,0.0117734671,-0.0300125331,0.009970456,True,False,normal
10816,1.08643889,0.9863405,1.04997706,0.949876368,-0.015973717,0.0118706226,-0.0300855786,0.009790659,True,False,normal
10815,1.08643889,0.9863405,1.04997706,0.949876368,-0.015973717,0.0118706226,-0.0300855786,0.009790659,True,False,normal
10817,1.08643889,0.9863405,1.04997706,0.949876368,-0.015973717,0.0118706226,-0.0300855786,0.009790659,True,False,normal
10821,1.08581567,0.9863695,1.05042529,0.9509811,-0.015760392,0.0119059384,-0.0301496089,0.00957346,True,False,normal
10819,1.08643889,0.9863405,1.04997706,0.949876368,-0.015973717,0.0118706226,-0.0300855786,0.009790659,True,False,normal
10818,1.08581567,0.9863695,1.05042529,0.9509811,-0.015760392,0.0119059384,-0.0301496089,0.00957346,True,False,normal
10820,1.08581567,0.9863695,1.05042529,0.9509811,-0.015760392,0.0119059384,-0.0301496089,0.00957346,True,False,normal
10822,1.08581567,0.9863695,1.05042529,0.9509811,-0.015760392,0.0119059384,-0.0301496089,0.00957346,True,False,normal
10825,1.08505464,0.986454248,1.0508101,0.9522168,-0.015517503,0.011893034,-0.0301980227,0.00932166,True,False,normal
10824,1.08505464,0.986454248,1.0508101,0.9522168,-0.015517503,0.011893034,-0.0301980227,0.00932166,True,False,normal
10823,1.08581567,0.9863695,1.05042529,0.9509811,-0.015760392,0.0119059384,-0.0301496089,0.00957346,True,False,normal
10827,1.08505464,0.986454248,1.0508101,0.9522168,-0.015517503,0.011893034,-0.0301980227,0.00932166,True,False,normal
10826,1.08505464,0.986454248,1.0508101,0.9522168,-0.015517503,0.011893034,-0.0301980227,0.00932166,True,False,normal
10829,1.08505464,0.986454248,1.0508101,0.9522168,-0.015517503,0.011893034,-0.0301980227,0.00932166,True,False,normal
10828,1.08505464,0.986454248,1.0508101,0.9522168,-0.015517503,0.011893034,-0.0301980227,0.00932166,True,False,normal
10832,1.08416843,0.9866128,1.0511241,0.953568161,-0.0152444243,0.011860162,-0.0302272737,0.009040773,True,False,normal
10833,1.08416843,0.9866128,1.0511241,0.953568161,-0.0152444243,0.011860162,-0.0302272737,0.009040773,True,False,normal
10831,1.08416843,0.9866128,1.0511241,0.953568161,-0.0152444243,0.011860162,-0.0302272737,0.009040773,True,False,normal
10830,1.08416843,0.9866128,1.0511241,0.953568161,-0.0152444243,0.011860162,-0.0302272737,0.009040773,True,False,normal
10835,1.08416843,0.9866128,1.0511241,0.953568161,-0.0152444243,0.011860162,-0.0302272737,0.009040773,True,False,normal
10837,1.08315969,0.9868312,1.05134487,0.9550182,-0.0149478614,0.0118343532,-0.0302406251,0.008727819,True,False,normal
10836,1.08315969,0.9868312,1.05134487,0.9550182,-0.0149478614,0.0118343532,-0.0302406251,0.008727819,True,False,normal
10834,1.08416843,0.9866128,1.0511241,0.953568161,-0.0152444243,0.011860162,-0.0302272737,0.009040773,True,False,normal
10838,1.08315969,0.9868312,1.05134487,0.9550182,-0.0149478614,0.0118343532,-0.0302406251,0.008727819,True,False,normal
10841,1.08204269,0.987120748,1.05147839,0.956553638,-0.014615953,0.0118412971,-0.0302310735,0.008391947,True,False,normal
10839,1.08315969,0.9868312,1.05134487,0.9550182,-0.0149478614,0.0118343532,-0.0302406251,0.008727819,True,False,normal
10842,1.08204269,0.987120748,1.05147839,0.956553638,-0.014615953,0.0118412971,-0.0302310735,0.008391947,True,False,normal
10840,1.08315969,0.9868312,1.05134487,0.9550182,-0.0149478614,0.0118343532,-0.0302406251,0.008727819,True,False,normal
10844,1.08204269,0.987120748,1.05147839,0.956553638,-0.014615953,0.0118412971,-0.0302310735,0.008391947,True,False,normal
10845,1.08204269,0.987120748,1.05147839,0.956553638,-0.014615953,0.0118412971,-0.0302310735,0.008391947,True,False,normal
10846,1.08204269,0.987120748,1.05147839,0.956553638,-0.014615953,0.0118412971,-0.0302310735,0.008391947,True,False,normal
10843,1.08204269,0.987120748,1.05147839,0.956553638,-0.014615953,0.0118412971,-0.0302310735,0.008391947,True,False,normal
10848,1.08083749,0.9874673,1.05151916,0.958154738,-0.0142584741,0.0118704438,-0.030204609,0.00803405,True,False,normal
10847,1.08083749,0.9874673,1.05151916,0.958154738,-0.0142584741,0.0118704438,-0.030204609,0.00803405,True,False,normal
10849,1.08083749,0.9874673,1.05151916,0.958154738,-0.0142584741,0.0118704438,-0.030204609,0.00803405,True,False,normal
10850,1.08083749,0.9874673,1.05151916,0.958154738,-0.0142584741,0.0118704438,-0.030204609,0.00803405,True,False,normal
10851,1.08083749,0.9874673,1.05151916,0.958154738,-0.0142584741,0.0118704438,-0.030204609,0.00803405,True,False,normal
10852,1.07954478,0.987869,1.05147672,0.9598008,-0.0138778389,0.01189971,-0.03016153,0.00765925646,True,False,normal
10853,1.07954478,0.987869,1.05147672,0.9598008,-0.0138778389,0.01189971,-0.03016153,0.00765925646,True,False,normal
10854,1.07954478,0.987869,1.05147672,0.9598008,-0.0138778389,0.01189971,-0.03016153,0.00765925646,True,False,normal
10856,1.07954478,0.987869,1.05147672,0.9598008,-0.0138778389,0.01189971,-0.03016153,0.00765925646,True,False,normal
10855,1.07954478,0.987869,1.05147672,0.9598008,-0.0138778389,0.01189971,-0.03016153,0.00765925646,True,False,normal
10859,1.078187,0.988307238,1.05135846,0.9614803,-0.0134749413,0.0119066238,-0.0301046968,0.0072696805,True,False,normal
10858,1.078187,0.988307238,1.05135846,0.9614803,-0.0134749413,0.0119066238,-0.0301046968,0.0072696805,True,False,normal
10857,1.07954478,0.987869,1.05147672,0.9598008,-0.0138778389,0.01189971,-0.03016153,0.00765925646,True,False,normal
10860,1.078187,0.988307238,1.05135846,0.9614803,-0.0134749413,0.0119066238,-0.0301046968,0.0072696805,True,False,normal
10864,1.07678556,0.9887788,1.05118084,0.963174641,-0.0130558014,0.0118730068,-0.0300354958,0.00687471032,True,False,normal
10862,1.078187,0.988307238,1.05135846,0.9614803,-0.0134749413,0.0119066238,-0.0301046968,0.0072696805,True,False,normal
10863,1.078187,0.988307238,1.05135846,0.9614803,-0.0134749413,0.0119066238,-0.0301046968,0.0072696805,True,False,normal
10861,1.078187,0.988307238,1.05135846,0.9614803,-0.0134749413,0.0119066238,-0.0301046968,0.0072696805,True,False,normal
10865,1.07678556,0.9887788,1.05118084,0.963174641,-0.0130558014,0.0118730068,-0.0300354958,0.00687471032,True,False,normal
10866,1.07678556,0.9887788,1.05118084,0.963174641,-0.0130558014,0.0118730068,-0.0300354958,0.00687471032,True,False,normal
10867,1.07678556,0.9887788,1.05118084,0.963174641,-0.0130558014,0.0118730068,-0.0300354958,0.00687471032,True,False,normal
10868,1.07678556,0.9887788,1.05118084,0.963174641,-0.0130558014,0.0118730068,-0.0300354958,0.00687471032,True,False,normal
10869,1.07678556,0.9887788,1.05118084,0.963174641,-0.0130558014,0.0118730068,-0.0300354958,0.00687471032,True,False,normal
10870,1.07538342,0.9892659,1.05093575,0.9648164,-0.0126319826,0.0117954314,-0.02995725,0.00647830963,True,False,normal
10873,1.07538342,0.9892659,1.05093575,0.9648164,-0.0126319826,0.0117954314,-0.02995725,0.00647830963,True,False,normal
10871,1.07538342,0.9892659,1.05093575,0.9648164,-0.0126319826,0.0117954314,-0.02995725,0.00647830963,True,False,normal
10872,1.07538342,0.9892659,1.05093575,0.9648164,-0.0126319826,0.0117954314,-0.02995725,0.00647830963,True,False,normal
10874,1.07538342,0.9892659,1.05093575,0.9648164,-0.0126319826,0.0117954314,-0.02995725,0.00647830963,True,False,normal
10877,1.074038,0.9897628,1.05062485,0.9663474,-0.0122278631,0.0116791129,-0.0298651755,0.006106645,True,False,normal
10876,1.074038,0.9897628,1.05062485,0.9663474,-0.0122278631,0.0116791129,-0.0298651755,0.006106645,True,False,normal
10875,1.07538342,0.9892659,1.05093575,0.9648164,-0.0126319826,0.0117954314,-0.02995725,0.00647830963,True,False,normal
10878,1.074038,0.9897628,1.05062485,0.9663474,-0.0122278631,0.0116791129,-0.0298651755,0.006106645,True,False,normal
10879,1.074038,0.9897628,1.05062485,0.9663474,-0.0122278631,0.0116791129,-0.0298651755,0.006106645,True,False,normal
10880,1.074038,0.9897628,1.05062485,0.9663474,-0.0122278631,0.0116791129,-0.0298651755,0.006106645,True,False,normal
10881,1.07278991,0.9902537,1.05026269,0.9677265,-0.0118537843,0.0115435719,-0.0297623575,0.00577127934,True,False,normal
10883,1.07278991,0.9902537,1.05026269,0.9677265,-0.0118537843,0.0115435719,-0.0297623575,0.00577127934,True,False,normal
10882,1.07278991,0.9902537,1.05026269,0.9677265,-0.0118537843,0.0115435719,-0.0297623575,0.00577127934,True,False,normal
10884,1.07278991,0.9902537,1.05026269,0.9677265,-0.0118537843,0.0115435719,-0.0297623575,0.00577127934,True,False,normal
10885,1.07278991,0.9902537,1.05026269,0.9677265,-0.0118537843,0.0115435719,-0.0297623575,0.00577127934,True,False,normal
10887,1.07167077,0.9907296,1.04987073,0.9689285,-0.0115240216,0.0114104748,-0.0296548158,0.005477041,True,False,normal
10886,1.07167077,0.9907296,1.04987073,0.9689285,-0.0115240216,0.0114104748,-0.0296548158,0.005477041,True,False,normal
10890,1.07070184,0.991173267,1.04947758,0.969947636,-0.011238724,0.0113033056,-0.029546231,0.00522944331,True,False,normal
10889,1.07167077,0.9907296,1.04987073,0.9689285,-0.0115240216,0.0114104748,-0.0296548158,0.005477041,True,False,normal
10888,1.07167077,0.9907296,1.04987073,0.9689285,-0.0115240216,0.0114104748,-0.0296548158,0.005477041,True,False,normal
10893,1.07070184,0.991173267,1.04947758,0.969947636,-0.011238724,0.0113033056,-0.029546231,0.00522944331,True,False,normal
10891,1.07070184,0.991173267,1.04947758,0.969947636,-0.011238724,0.0113033056,-0.029546231,0.00522944331,True,False,normal
10892,1.07070184,0.991173267,1.04947758,0.969947636,-0.011238724,0.0113033056,-0.029546231,0.00522944331,True,False,normal
10894,1.07070184,0.991173267,1.04947758,0.969947636,-0.011238724,0.0113033056,-0.029546231,0.00522944331,True,False,normal
10897,1.0698905,0.991580963,1.04909372,0.970786631,-0.0110057294,0.0112240613,-0.0294450074,0.005024135,True,False,normal
10895,1.0698905,0.991580963,1.04909372,0.970786631,-0.0110057294,0.0112240613,-0.0294450074,0.005024135,True,False,normal
10898,1.0698905,0.991580963,1.04909372,0.970786631,-0.0110057294,0.0112240613,-0.0294450074,0.005024135,True,False,normal
10896,1.0698905,0.991580963,1.04909372,0.970786631,-0.0110057294,0.0112240613,-0.0294450074,0.005024135,True,False,normal
10901,1.069233,0.9919518,1.04873657,0.9714553,-0.0108215809,0.011176765,-0.0293504,0.00486204028,True,False,normal
10899,1.0698905,0.991580963,1.04909372,0.970786631,-0.0110057294,0.0112240613,-0.0294450074,0.005024135,True,False,normal
10900,1.0698905,0.991580963,1.04909372,0.970786631,-0.0110057294,0.0112240613,-0.0294450074,0.005024135,True,False,normal
10902,1.069233,0.9919518,1.04873657,0.9714553,-0.0108215809,0.011176765,-0.0293504,0.00486204028,True,False,normal
10903,1.069233,0.9919518,1.04873657,0.9714553,-0.0108215809,0.011176765,-0.0293504,0.00486204028,True,False,normal
10904,1.069233,0.9919518,1.04873657,0.9714553,-0.0108215809,0.011176765,-0.0293504,0.00486204028,True,False,normal
10905,1.069233,0.9919518,1.04873657,0.9714553,-0.0108215809,0.011176765,-0.0293504,0.00486204028,True,False,normal
10906,1.06872845,0.9922857,1.04841614,0.9719719,-0.0106779337,0.0111555457,-0.0292641819,0.00473994,True,False,normal
10907,1.06872845,0.9922857,1.04841614,0.9719719,-0.0106779337,0.0111555457,-0.0292641819,0.00473994,True,False,normal
10908,1.06872845,0.9922857,1.04841614,0.9719719,-0.0106779337,0.0111555457,-0.0292641819,0.00473994,True,False,normal
10911,1.06872845,0.9922857,1.04841614,0.9719719,-0.0106779337,0.0111555457,-0.0292641819,0.00473994,True,False,normal
10909,1.06872845,0.9922857,1.04841614,0.9719719,-0.0106779337,0.0111555457,-0.0292641819,0.00473994,True,False,normal
10910,1.06872845,0.9922857,1.04841614,0.9719719,-0.0106779337,0.0111555457,-0.0292641819,0.00473994,True,False,normal
10913,1.068361,0.9925771,1.04813385,0.9723515,-0.0105775595,0.0111430287,-0.0291901678,0.00464916229,True,False,normal
10912,1.068361,0.9925771,1.04813385,0.9723515,-0.0105775595,0.0111430287,-0.0291901678,0.00464916229,True,False,normal
10914,1.068361,0.9925771,1.04813385,0.9723515,-0.0105775595,0.0111430287,-0.0291901678,0.00464916229,True,False,normal
10916,1.068361,0.9925771,1.04813385,0.9723515,-0.0105775595,0.0111430287,-0.0291901678,0.00464916229,True,False,normal
10915,1.068361,0.9925771,1.04813385,0.9723515,-0.0105775595,0.0111430287,-0.0291901678,0.00464916229,True,False,normal
10917,1.06811285,0.9928367,1.04789567,0.9726202,-0.0105088651,0.0111331642,-0.0291246176,0.00458928943,True,False,normal
10918,1.06811285,0.9928367,1.04789567,0.9726202,-0.0105088651,0.0111331642,-0.0291246176,0.00458928943,True,False,normal
10919,1.06811285,0.9928367,1.04789567,0.9726202,-0.0105088651,0.0111331642,-0.0291246176,0.00458928943,True,False,normal
10922,1.06811285,0.9928367,1.04789567,0.9726202,-0.0105088651,0.0111331642,-0.0291246176,0.00458928943,True,False,normal
10921,1.06811285,0.9928367,1.04789567,0.9726202,-0.0105088651,0.0111331642,-0.0291246176,0.00458928943,True,False,normal
10920,1.06811285,0.9928367,1.04789567,0.9726202,-0.0105088651,0.0111331642,-0.0291246176,0.00458928943,True,False,normal
10923,1.06796885,0.993062258,1.04769039,0.9727854,-0.0104742944,0.01110971,-0.02907452,0.00454857945,True,False,normal
10925,1.06796885,0.993062258,1.04769039,0.9727854,-0.0104742944,0.01110971,-0.02907452,0.00454857945,True,False,normal
10926,1.06796885,0.993062258,1.04769039,0.9727854,-0.0104742944,0.01110971,-0.02907452,0.00454857945,True,False,normal
10924,1.06796885,0.993062258,1.04769039,0.9727854,-0.0104742944,0.01110971,-0.02907452,0.00454857945,True,False,normal
10929,1.0679121,0.99325943,1.04752755,0.9728748,-0.0104602277,0.0110756159,-0.0290316045,0.00452923775,True,False,normal
10928,1.06796885,0.993062258,1.04769039,0.9727854,-0.0104742944,0.01110971,-0.02907452,0.00454857945,True,False,normal
10930,1.0679121,0.99325943,1.04752755,0.9728748,-0.0104602277,0.0110756159,-0.0290316045,0.00452923775,True,False,normal
10927,1.06796885,0.993062258,1.04769039,0.9727854,-0.0104742944,0.01110971,-0.02907452,0.00454857945,True,False,normal
10932,1.0679121,0.99325943,1.04752755,0.9728748,-0.0104602277,0.0110756159,-0.0290316045,0.00452923775,True,False,normal
10931,1.0679121,0.99325943,1.04752755,0.9728748,-0.0104602277,0.0110756159,-0.0290316045,0.00452923775,True,False,normal
10933,1.0679121,0.99325943,1.04752755,0.9728748,-0.0104602277,0.0110756159,-0.0290316045,0.00452923775,True,False,normal
10934,1.0679214,0.993426561,1.0473969,0.9729027,-0.0104653835,0.0110264421,-0.0289988667,0.00452402234,True,False,normal
10935,1.0679214,0.993426561,1.0473969,0.9729027,-0.0104653835,0.0110264421,-0.0289988667,0.00452402234,True,False,normal
10936,1.0679214,0.993426561,1.0473969,0.9729027,-0.0104653835,0.0110264421,-0.0289988667,0.00452402234,True,False,normal
10938,1.0679214,0.993426561,1.0473969,0.9729027,-0.0104653835,0.0110264421,-0.0289988667,0.00452402234,True,False,normal
10937,1.0679214,0.993426561,1.0473969,0.9729027,-0.0104653835,0.0110264421,-0.0289988667,0.00452402234,True,False,normal
10939,1.06800318,0.9935764,1.04728937,0.972861469,-0.0104842484,0.0109672248,-0.0289716721,0.004532695,True,False,normal
10943,1.06800318,0.9935764,1.04728937,0.972861469,-0.0104842484,0.0109672248,-0.0289716721,0.004532695,True,False,normal
10941,1.06800318,0.9935764,1.04728937,0.972861469,-0.0104842484,0.0109672248,-0.0289716721,0.004532695,True,False,normal
10942,1.06800318,0.9935764,1.04728937,0.972861469,-0.0104842484,0.0109672248,-0.0289716721,0.004532695,True,False,normal
10940,1.06800318,0.9935764,1.04728937,0.972861469,-0.0104842484,0.0109672248,-0.0289716721,0.004532695,True,False,normal
10944,1.06817484,0.9937161,1.04716516,0.972708642,-0.0105273724,0.0108971894,-0.0289463252,0.00456210971,True,False,normal
10945,1.06817484,0.9937161,1.04716516,0.972708642,-0.0105273724,0.0108971894,-0.0289463252,0.00456210971,True,False,normal
10947,1.06817484,0.9937161,1.04716516,0.972708642,-0.0105273724,0.0108971894,-0.0289463252,0.00456210971,True,False,normal
10946,1.06817484,0.9937161,1.04716516,0.972708642,-0.0105273724,0.0108971894,-0.0289463252,0.00456210971,True,False,normal
10948,1.06817484,0.9937161,1.04716516,0.972708642,-0.0105273724,0.0108971894,-0.0289463252,0.00456210971,True,False,normal
10951,1.06845665,0.993864536,1.04701614,0.972425163,-0.010597229,0.0108200014,-0.0289091021,0.00462970138,True,False,normal
10949,1.06817484,0.9937161,1.04716516,0.972708642,-0.0105273724,0.0108971894,-0.0289463252,0.00456210971,True,False,normal
10950,1.06845665,0.993864536,1.04701614,0.972425163,-0.010597229,0.0108200014,-0.0289091021,0.00462970138,True,False,normal
10954,1.06845665,0.993864536,1.04701614,0.972425163,-0.010597229,0.0108200014,-0.0289091021,0.00462970138,True,False,normal
10953,1.06845665,0.993864536,1.04701614,0.972425163,-0.010597229,0.0108200014,-0.0289091021,0.00462970138,True,False,normal
10952,1.06845665,0.993864536,1.04701614,0.972425163,-0.010597229,0.0108200014,-0.0289091021,0.00462970138,True,False,normal
10957,1.06885743,0.994026661,1.04682255,0.971990764,-0.0106989741,0.0107379556,-0.0288630277,0.0047313273,True,False,normal
10956,1.06885743,0.994026661,1.04682255,0.971990764,-0.0106989741,0.0107379556,-0.0288630277,0.0047313273,True,False,normal
10955,1.06845665,0.993864536,1.04701614,0.972425163,-0.010597229,0.0108200014,-0.0289091021,0.00462970138,True,False,normal
10960,1.06885743,0.994026661,1.04682255,0.971990764,-0.0106989741,0.0107379556,-0.0288630277,0.0047313273,True,False,normal
10958,1.06885743,0.994026661,1.04682255,0.971990764,-0.0106989741,0.0107379556,-0.0288630277,0.0047313273,True,False,normal
10959,1.06885743,0.994026661,1.04682255,0.971990764,-0.0106989741,0.0107379556,-0.0288630277,0.0047313273,True,False,normal
10961,1.06937456,0.9942095,1.04658437,0.9714183,-0.0108363032,0.010650903,-0.0288050771,0.00486809,True,False,normal
10964,1.06937456,0.9942095,1.04658437,0.9714183,-0.0108363032,0.010650903,-0.0288050771,0.00486809,True,False,normal
10962,1.06937456,0.9942095,1.04658437,0.9714183,-0.0108363032,0.010650903,-0.0288050771,0.00486809,True,False,normal
10963,1.06937456,0.9942095,1.04658437,0.9714183,-0.0108363032,0.010650903,-0.0288050771,0.00486809,True,False,normal
10965,1.06937456,0.9942095,1.04658437,0.9714183,-0.0108363032,0.010650903,-0.0288050771,0.00486809,True,False,normal
10967,1.0699966,0.9944128,1.04630089,0.9707164,-0.0110022128,0.0105668306,-0.0287362486,0.0050368607,True,False,normal
10966,1.0699966,0.9944128,1.04630089,0.9707164,-0.0110022128,0.0105668306,-0.0287362486,0.0050368607,True,False,normal
10968,1.0699966,0.9944128,1.04630089,0.9707164,-0.0110022128,0.0105668306,-0.0287362486,0.0050368607,True,False,normal
10969,1.0699966,0.9944128,1.04630089,0.9707164,-0.0110022128,0.0105668306,-0.0287362486,0.0050368607,True,False,normal
10970,1.0699966,0.9944128,1.04630089,0.9707164,-0.0110022128,0.0105668306,-0.0287362486,0.0050368607,True,False,normal
10971,1.07071614,0.9946389,1.04598284,0.9699076,-0.0111891031,0.0104881525,-0.0286557972,0.005234927,True,False,normal
10972,1.07071614,0.9946389,1.04598284,0.9699076,-0.0111891031,0.0104881525,-0.0286557972,0.005234927,True,False,normal
10974,1.07071614,0.9946389,1.04598284,0.9699076,-0.0111891031,0.0104881525,-0.0286557972,0.005234927,True,False,normal
10976,1.07071614,0.9946389,1.04598284,0.9699076,-0.0111891031,0.0104881525,-0.0286557972,0.005234927,True,False,normal
10977,1.0721519,0.9946916,1.04568291,0.9682235,-0.0119692981,0.009671271,-0.0285862535,0.005547434,True,False,normal
10975,1.07071614,0.9946389,1.04598284,0.9699076,-0.0111891031,0.0104881525,-0.0286557972,0.005234927,True,False,normal
10973,1.07071614,0.9946389,1.04598284,0.9699076,-0.0111891031,0.0104881525,-0.0286557972,0.005234927,True,False,normal
10978,1.0721519,0.9946916,1.04568291,0.9682235,-0.0119692981,0.009671271,-0.0285862535,0.005547434,True,False,normal
10979,1.0721519,0.9946916,1.04568291,0.9682235,-0.0119692981,0.009671271,-0.0285862535,0.005547434,True,False,normal
10982,1.0721519,0.9946916,1.04568291,0.9682235,-0.0119692981,0.009671271,-0.0285862535,0.005547434,True,False,normal
10981,1.0721519,0.9946916,1.04568291,0.9682235,-0.0119692981,0.009671271,-0.0285862535,0.005547434,True,False,normal
10980,1.0721519,0.9946916,1.04568291,0.9682235,-0.0119692981,0.009671271,-0.0285862535,0.005547434,True,False,normal
10983,1.07414055,0.994838238,1.04523134,0.965930164,-0.0128873587,0.008962274,-0.0284373164,0.006182879,True,False,normal
10984,1.07414055,0.994838238,1.04523134,0.965930164,-0.0128873587,0.008962274,-0.0284373164,0.006182879,True,False,normal
10985,1.07414055,0.994838238,1.04523134,0.965930164,-0.0128873587,0.008962274,-0.0284373164,0.006182879,True,False,normal
10986,1.07414055,0.994838238,1.04523134,0.965930164,-0.0128873587,0.008962274,-0.0284373164,0.006182879,True,False,normal
10988,1.07414055,0.994838238,1.04523134,0.965930164,-0.0128873587,0.008962274,-0.0284373164,0.006182879,True,False,normal
10987,1.07414055,0.994838238,1.04523134,0.965930164,-0.0128873587,0.008962274,-0.0284373164,0.006182879,True,False,normal
10989,1.07643676,0.995109558,1.04466224,0.963336051,-0.0137642622,0.008327246,-0.02825725,0.00688648224,True,False,normal
10990,1.07643676,0.995109558,1.04466224,0.963336051,-0.0137642622,0.008327246,-0.02825725,0.00688648224,True,False,normal
10993,1.07643676,0.995109558,1.04466224,0.963336051,-0.0137642622,0.008327246,-0.02825725,0.00688648224,True,False,normal
10992,1.07643676,0.995109558,1.04466224,0.963336051,-0.0137642622,0.008327246,-0.02825725,0.00688648224,True,False,normal
10991,1.07643676,0.995109558,1.04466224,0.963336051,-0.0137642622,0.008327246,-0.02825725,0.00688648224,True,False,normal
10994,1.07884955,0.995543,1.04397535,0.960669458,-0.0145384371,0.00777244568,-0.0280534327,0.007596135,True,False,normal
10995,1.07884955,0.995543,1.04397535,0.960669458,-0.0145384371,0.00777244568,-0.0280534327,0.007596135,True,False,normal
10996,1.07884955,0.995543,1.04397535,0.960669458,-0.0145384371,0.00777244568,-0.0280534327,0.007596135,True,False,normal
10997,1.07884955,0.995543,1.04397535,0.960669458,-0.0145384371,0.00777244568,-0.0280534327,0.007596135,True,False,normal
11000,1.08122015,0.9961467,1.04317689,0.9581061,-0.0151767731,0.00727808475,-0.0278290957,0.00826472,True,False,normal
10998,1.07884955,0.995543,1.04397535,0.960669458,-0.0145384371,0.00777244568,-0.0280534327,0.007596135,True,False,normal
10999,1.08122015,0.9961467,1.04317689,0.9581061,-0.0151767731,0.00727808475,-0.0278290957,0.00826472,True,False,normal
11001,1.08122015,0.9961467,1.04317689,0.9581061,-0.0151767731,0.00727808475,-0.0278290957,0.00826472,True,False,normal
11002,1.08122015,0.9961467,1.04317689,0.9581061,-0.0151767731,0.00727808475,-0.0278290957,0.00826472,True,False,normal
11003,1.08122015,0.9961467,1.04317689,0.9581061,-0.0151767731,0.00727808475,-0.0278290957,0.00826472,True,False,normal
11004,1.0834403,0.9969256,1.04226851,0.955753744,-0.0156454146,0.00684377551,-0.027584672,0.008864641,False,False,normal
